block_id	offset	encoded_length	text
34	1979	4	TRUTH
34	1990	6	NOTHING
34	2197	22	SHE RACES OFF DOWN THE HALL.
34	2274	43	CHADE TUGS AT YOU. 'THE NORTHWEST. I'M SURE SHE'S THERE.'
34	2512	16	NOTICES MORE TRACKS.
34	2555	36	NOTICES THE TRACKS OF MANY PEOPLE IN THE DUST.
34	2594	14	THEY LEAD TO THE
34	2618	5	NORTH.
34	2627	4	WEST.
34	2705	55	RAM FORCES ASSEMBLE IN THE LOBBY, HAVING FOLLOWED YOU THROUGH THE DESERT.
34	2830	59	RAM FORCES ARE POURING THROUGH THE FRONT DOORS, FANNING OUT IN ALL DIRECTIONS.
34	2961	83	STEFI SIGHS HER RELIEF. 'WE'VE MADE IT. NOW WE JUST NEED TO GET TO YOUR SHIP BEFORE RAM SENDS ITS FLEET DOWN.'
34	3070	37	RAM FORCES FILL THE HALL IN EVER GREATER NUMBERS.
34	3158	51	A DONATION BOX STANDS NEXT TO THE ENTRANCE, LONG SINCE BROKEN INTO.
34	3237	12	A BROOM CLOSET.
34	3250	51	DX1AN OLD MAN, DOUBTLESS PROFESSOR CHADE, SLEEPS ON A CARDBOARD BOX
34	3253	49	AN OLD MAN, DOUBTLESS PROFESSOR CHADE, SLEEPS ON A CARDBOARD BOX.
34	3307	12	DO YOU WAKE HIM?
34	3397	27	TELL HIM WHO YOU ARE AND WHAT'S UP?
34	3442	73	HIS EYES CLEAR QUICKLY AT YOUR WORDS. 'SO THAT'S WHY RAM IS AFTER ME. I WAS BEGINNING TO WONDER.'
34	3519	108	HE GOES ON TO TELL YOU HOW HE CRASHED IN THE SPRAWL AND ALL THE TORMENTS HE'S GONE THROUGH, WHICH YOU DON'T BOTHER TO RECORD IN YOUR LOG BOOK.
34	3630	24	DO YOU ASK HIM TO COME WITH YOU?
34	3786	22	HE DRIFTS OFF TO SLEEP AGAIN.
34	3835	18	CHADE STILL SLEEPS HERE.
34	3868	54	A DISPLAY OF FLORA AND FAUNA THAT WENT EXTINCT DURING THE 21ST CENTURY.
34	3930	14	CALIFORNIA CONDOR.
34	3952	9	BLACK RHINO.
34	3969	6	POODLE.
34	3983	9	MOCKINGBIRD.
34	4000	6	GORILLA.
34	4018	60	THIS ROOM IS A SATURN 1ST-STAGE BOOSTER. ITS CONTENTS DEPICT THE SPACE PROGRAM.
34	4086	21	SPACESUIT WORN BY ARMSTRONG.
34	4115	29	HELMET WORN BY COSMONAUT YURI GAGARIN.
34	4152	29	WARPED MIRROR OF THE HUBBLE TELESCOPE.
34	4189	9	MODEL ICBM.
34	4210	33	THE HISTORY OF WAR IS DEPICTED IN THIS ROOM.
34	4247	114	A MODEL OF MASTERLINK IS MOUNTED ON THE WALL, AND BELOW IT, AN EPITAPH TO LT. COL. ANTHONY 'BUCK' ROGERS, WHO DIED ON HIS MISSION TO DESTROY THE WEAPON.
34	4366	90	A HUGE SPHEROID WITH FINS BEARING THE INSCRIPTION 'FAT BOY' - MASS DESTRUCTION PROVES TO BE AN ALMOST VIABLE DETERRENT.
34	4460	45	A BUST OF NAPOLEON - KILLING EN MASSE BECOMES ALL THE RAGE.
34	4517	44	THIS ROOM IS DEDICATED TO THE RISE OF MODERN CIVILIZATION.
34	4569	44	STEAM POWERED LOOM, HERALDING THE BIRTH OF THE WORK FORCE.
34	4617	81	MONEY OF ALL KINDS, FROM DOUBLOONS TO CREDIT CARDS, ARE IN A CASE. THE CAPTION READS, 'THE JONESES MOVE IN.'
34	4706	78	PRINTING PRESS, ENABLING THE STANDARDIZATION OF KNOWLEDGE AND FREING HUMANITY FROM THE NEED TO REMEMBER.
34	4796	12	A MOVIE THEATER.
34	4813	23	YOUR BOOTS STICK TO THE FLOOR.
34	4877	120	CHADE BEGINS POKING UNDER SEATS, MUTTERING, 'THEY MUST BE HERE SOMEWHERE.' HE FINALLY GIVES UP AND SUGGESTS YOU LOOK FOR HIS NOTES IN GENETICS ROOM TO THE EAST.
34	4880	68	E BEGINS POKING UNDER SEATS, MUTTERING, 'THEY MUST BE HERE SOMEWHERE.' HE FINALLY GIVES UP
34	5012	38	AN ANTIQUE PROJECTOR IS ON A PEDESTAL. TURN IT ON?
34	5065	116	THE LIGHTS DIM, AND A FLICKERING IMAGE APPEARS ON THE SCREEN. THE MOVIE AWES YOU WITH ITS DAZZLING VISION OF OLD EARTH AND YOU QUICKLY LOSE TRACK OF TIME.
34	5195	73	AS THE MOVIE ENDS, YOU KNOW YOU WILL BE HAUNTED BY ITS THEMES OF REPLICANTS AS HUMAN AS YOURSELF.
34	5295	43	A LARGE DNA HELIX MODELED WITH STICKS AND COLORED BALLS.
34	5381	19	ECGS BARGE INTO THE ROOM!
34	5479	94	CHADE BLUNDERS ABOUT THE ROOM. 'I COULD'VE SWORN MY NOTES WERE IN HERE. MAYBE THEY'RE IN THE COMPUTER ROOM TO THE SOUTHWEST.'
34	5482	68	E BLUNDERS ABOUT THE ROOM. 'I COULD'VE SWORN MY NOTES WERE IN HERE. MAYBE THEY'RE IN THE C
34	5594	33	A HUGE COMPUTER CALLED ENIAC FILLS THE ROOM.
34	5653	45	A MICROCHIP A BILLION TIMES MORE POWERFUL SITS ON A TABLE.
34	5744	123	CHADE BEGINS SEARCHING THE ROOM, THEN SUDDENLY PULLS UP AND COCKS HIS HEAD TO ONE SIDE AS THOUGH LISTENING. 'WE MUST FIND MY DAUGHTER RIGHT AWAY. FORGET MY NOTES.'
34	5747	68	E BEGINS SEARCHING THE ROOM, THEN SUDDENLY PULLS UP AND COCKS HIS HEAD TO ONE SIDE AS THOU
34	5874	12	WHAT DO YOU DO?
34	5890	9	QUESTION HIM
34	5901	9	FOLLOW CHADE
34	5912	12	LEAD THE SEARCH
34	5926	14	LOOK FOR HIS NOTES
34	5961	63	CHADE SHAKES HIS HEAD. 'NO TIME FOR THAT.' HE RACES OUT THE DOOR. DO YOU FOLLOW HIM?
34	6033	30	YOU CATCH UP WITH HIM OUTSIDE THE DOOR.
34	6092	18	YOU FALL IN BEHIND HIM.
34	6191	13	YOU LEAD THE WAY.
34	6236	12	A BROOM CLOSET.
34	6297	70	RAM WARRIORS HAVE STEFI BY THE HAIR. 'YOU WILL COME WITH US! OUR EMPLOYER IS MOST INSISTENT.'
34	6381	64	CHADE CHARGES, SHOUTING 'LET HER GO!' THE ASSASSINS STRIKE HIM WITH THEIR RIFLES AND
34	6384	68	E CHARGES, SHOUTING 'LET HER GO!' THE ASSASSINS STRIKE HIM WITH THEIR RIFLES AND AFG 2QA
34	6448	30	CHADE SPRAWLS AT HER FEET, UNCONSCIOUS.
34	6486	5	ATTACK
34	6493	4	LEAVE
34	6553	60	STEFI KNEELS BY HER FATHER BRIEFLY AND HE GETS UP, APPARENTLY NO WORSE FOR WEAR.
34	6839	36	THE WARRIORS ARE QUESTIONING STEFI MERCILESSLY.
34	6941	42	THE SECRET DOOR THAT CHADE TOLD YOU ABOUT STANDS AJAR.
34	7055	95	RAM AGENTS FLOOD THE HALL FROM BOTH DIRECTIONS. 'THERE SHE IS!' THEY SHOUT. CHADE GRABS STEFI AND PUSHES HER THROUGH THE NORTH
34	7073	76	L FROM BOTH DIRECTIONS. 'THERE SHE IS!' THEY SHOUT. CHADE GRABS STEFI AND PUSHES HER THROUGH THE NORT
34	7160	3	EAST
34	7166	33	DOOR, THEN CHARGES THE FORCE TO THE EAST.
34	7207	6	STOP HIM
34	7215	9	FOLLOW STEFI
34	7226	8	GUARD DOOR
34	7295	63	YOU CHASE CHADE DOWN AND KNOCK HIM OUT OF THE WAY. THE RAM AGENTS ARE ON TOP OF YOU.
34	7362	25	YOU RUSH TO GUARD THE DOOR WHILE
34	7441	78	AS THE SMOKE CLEARS, YOU FIND CHADE'S BLASTED HULK AGAINST THE WALL, WIRES AND CIRCUITS STILL SPARKING.
34	7529	57	HE CLUTCHES AT YOU. 'THE PROFESSOR... PROTECT HER.' THEN HIS EYES GO DARK.
34	7608	16	YOU DASH AFTER STEFI.
34	7662	28	DO YOU BARRICADE THE DOOR BEHIND YOU?
34	7696	67	YOU PILE EVERYTHING YOU CAN AGAINST THE DOOR, KNOWING IT WILL ONLY HOLD FOR A SHORT TIME.
34	7827	27	RAM FORCES STAND OVER CHADE'S BODY.
34	7865	9	A GIFT SHOP.
34	7897	54	MAGAZINES, T-SHIRTS AND CURIOS LAY ABOUT THE ROOM, BROKEN AND SHREDDED.
34	7964	32	RATWURSTS SCRAMBLE FROM BENEATH THE TRASH.
34	8024	43	EXPLOSIVES OF ALL KINDS, ALL THE BETTER TO KILL YOU WITH.
34	8169	27	A SECURITY BOT PATROLS THE HALLWAY.
34	8204	5	ATTACK
34	8211	3	FLEE
34	8239	21	THE BOT SOUNDS AN ALARM AS
34	8273	9	YOU CHARGE.
34	8286	9	IT ATTACKS!
34	8335	30	MORE SECURITY BOTS RESPOND TO THE ALARM.
34	8415	17	YOU TURN AND RUN AWAY.
34	8473	9	THEY ATTACK!
34	8545	12	AN EXHIBIT OF A
34	8561	18	A DISPLAY FEATURING THE
34	8629	80	CHADE HURLS HIMSELF AT THE AGENTS. HIS BODY ERUPTS IN A SHOWER OF SPARKS AS HE IS RIDDLED WITH LASER FIRE.
34	8632	68	E HURLS HIMSELF AT THE AGENTS. HIS BODY ERUPTS IN A SHOWER OF SPARKS AS HE IS RIDDLED WITH
34	8741	33	YOU HEAR FIGHTING IN THE ROOM TO THE NORTH.
34	8829	30	STEFI. 'THEY'RE UPSTAIRS IN MY BEDROOM.'
34	8863	5	CHADE.
34	8871	11	LEAVE ANYWAY?
34	8898	41	CHADE CLAPS EXUBERANTLY. 'THAT IS MY FAVORITE MOVIE!'
35	98	120	SECURITY MEETS YOU. 'I'M SORRY, BUT WE CANNOT DEBRIEF YOU AT THIS TIME. STILL, YOUR SHIP WILL BE OVERHAULED. THE COMPUTER LISTS YOU AS OVERDUE FOR MAINTENANCE.'
35	354	62	THE REPAIR CREW IS STILL INSPECTING THE SHIP. YOU CANNOT LAUNCH UNTIL THEY FINISH.
35	421	28	ONLY YOUR SHIP REMAINS. DO YOU LEAVE?
35	492	36	YOU SEARCH THE EMPTY LAUNCH BAY. SUAREZ IS GONE.
35	539	21	THE CREW IN LAUNCH BAY 2 IS
35	573	24	WAITING EXPECTANTLY FOR SOMEONE.
35	601	23	RE-FUELING A LARGE ROCKETSHIP.
35	701	37	THE DOOR REQUIRES AN ACCESS CARD YOU DO NOT HAVE.
35	749	25	THE SECURITY CARD OPENS THE DOOR.
35	883	32	THE DOOR IS LOCKED, BUT THERE IS A KEYPAD.
35	923	4	LEAVE
35	929	8	ENTER CODE
35	961	29	YOU INPUT THE CODE AND THE DOOR OPENS.
35	995	34	YOU TRY A RANDOM CODE. THE DOOR REMAINS SHUT.
35	1040	54	A HUGE EXPLOSION ROCKS THE BASE! THE DEMOLITION CHARGES HAVE DETONATED!
35	1098	33	THE CEILING CRACKS, BREACHING THE AIRLOCKS!
35	1350	32	YOU ARE IN THE AIRLOCK BETWEEN LAUNCH BAY
35	1401	12	AND CERES BASE.
35	1424	27	THIS DOOR READS 'SECURITY STATION.'
35	1495	39	GUARDS STOP YOU. 'THE COMMAND CENTER IS OFF LIMITS.'
35	1542	4	LEAVE
35	1548	5	ATTACK
35	1609	50	A NAME PLATE ON THIS DOOR READS, 'GEN. MAVROUDIS, BASE COMMANDER.'
35	1671	27	THIS DOOR IS MARKED 'LASER CONTROL.'
35	1702	33	VARIOUS MAINTAINENCE ITEMS ARE STORED HERE.
35	1793	22	YOU ENTER THE COMMAND CENTER.
35	1840	87	TECHNICIANS CONCENTRATE ON VARIOUS MONITORS. AN IMPOSING FIGURE DOMINATES THE ROOM. HIS NAME TAG READS 'MAVROUDIS.'
35	1931	67	NEXT TO HIM IS A MAN WRAPPED IN A DARK RED CAPE AND HOLDING A CASE ROUGHLY SIX FEET TALL.
35	2016	31	YOU MOVE CLOSER TO HEAR THE CONVERSATION.
35	2060	4	LEAVE
35	2066	5	ATTACK
35	2073	5	FOLLOW
35	2096	75	YOU ATTEMPT TO FOLLOW THE GENERAL. HE WHEELS AROUND AND ORDERS, 'STAY HERE. I HAVE ENOUGH ESCORTS!'
35	2175	21	HE EXITS THE COMMAND CENTER.
35	2200	18	YOU SURPRISE THE GUARDS!
35	2225	36	AS YOU BURST IN, THE GENERAL SUMMONS HIS GUARDS!
35	2288	38	YOU SCAN THE ROOM, BUT THE RED CAPED MAN HAS FLED.
35	2338	69	A SIGN ON THE WEST DOOR READS, 'CONFERENCE ROOM.' STENCILED ON THE EAST DOOR IS 'MESS HALL.'
35	2419	13	THE MESS HALL IS
35	2445	5	EMPTY.
35	2455	47	NEARLY EMPTY, EXCEPT FOR A LONE GUARD RELAXING. DO YOU ATTACK?
35	2508	19	YOU QUIETLY DISPATCH HIM.
35	2548	54	THIS IS A ILL-EQUIPPED KITCHEN. PROCESSED FOOD SUPPLIES LINE THE WALLS.
35	2614	21	YOU ENTER THE SECURITY AREA
35	2857	4	LEAVE
35	2863	5	ATTACK
35	2870	7	FAST TALK
35	2905	36	BEFORE YOU CAN REACT, THE GUARDS THROW YOU OUT.
35	3024	4	LEAVE
35	3030	5	ATTACK
35	3063	45	NOT WANTING TO ATTRACT UNDUE ATTENTION, YOU LEAVE THE AREA.
35	3116	18	THIS DOOR IS STENCILED
35	3210	43	THE ARMORY IS POORLY STOCKED. ONLY A FEW RIFLES ARE HERE.
35	3276	63	YOU ALSO FIND EXPLOSIVES AND A 30 MINUTE TIMER. ONCE STARTED, IT CANNOT BE STOPPED.
35	3366	57	THIS IS THE BASE'S POWER CENTER. HUGE CABLES SNAKE IN AND OUT OF THIS ROOM.
35	3497	41	THE LARGE CONFERENCE ROOM IS EMPTY, BUT RECENTLY USED.
35	3595	70	NOTICES A FALLEN NOTE. IT READS, 'KANE IS READY TO DEAL. ENVOY WILL ARRIVE WITHIN THE HOUR.'
35	3677	76	MAVROUDIS' OFFICE IS IMMACULATE, AND SMELLS STRONGLY OF LEATHER. AGAINST THE EAST WALL IS A COMPUTER.
35	3768	15	WHO WILL REPROGRAM?
35	3812	83	THE SECURITY PROGRAM HAS BEEN TRIPPED. THE COMPUTER HAS LOCKED ITS FILES, AND THE BASE ALERT HAS BEEN SOUNDED.
35	3931	39	YOU HAVE LOGGED ON, AND ARE FACING AN ACCESS PROMPT.
35	3983	32	WHAT INFORMATION DO YOU ATTEMPT TO ACCESS?
35	4037	3	QUIT
35	4042	7	MAVROUDIS
35	4051	11	DOOMSDAY LASER
35	4085	3	QUIT
35	4090	7	MAVORUDIS
35	4099	11	DOOMSDAY LASER
35	4112	3	KANE
35	4136	9	YOU LOG OUT.
35	4158	21	GENERAL JERIMIAH MAVROUDIS:
35	4180	51	DX?PROMOTED FROM MARS SECURITY TO CERES BASE. CURRENTLY REINITIATIN
35	4183	63	PROMOTED FROM MARS SECURITY TO CERES BASE. CURRENTLY REINITIATING DOOMSDAY PROJECT.
35	4254	18	MSG. TO GEN. MAVROUDIS:
35	4276	15	FOR YOUR EYES ONLY:
35	4295	60	COMMENCE REBUILDING OF DOOMSDAY LASER. ADDITIONAL POWER CRYSTALS ARRIVING SOON.
35	4359	9	HOLZERHEIN.
35	4376	18	MSG. TO GEN. MAVROUDIS:
35	4395	51	DX9I HAVE THE CRYSTALS YOU NEED. I EXPECT TO BE PAID WELL FOR MY CO
35	4398	57	I HAVE THE CRYSTALS YOU NEED. I EXPECT TO BE PAID WELL FOR MY CONTRIBUTION.
35	4459	4	KANE.
35	4479	40	THE GENERAL'S LIVING QUARTERS ARE SPARSELY FURNISHED.
35	4523	51	THE HUM OF MACHINERY FILLS THE ROOM. LARGE CONSOLES LINE THE WALLS.
35	4586	42	THIS ROOM APPEARS TO BE A DEDICATED COMMUNICATIONS AREA.
35	4749	36	NOTICES A RAM HEAVY CRUISER ORBITING THE BASE.
35	4789	53	THE SENSORS NOW SHOW DEBRIS. THE RAM HEAVY CRUISER HAS BEEN DESTROYED.
35	4854	72	THIS CONFERENCE ROOM IS DOMINATED BY RAM INSIGNIAS BOTH ON THE WALLS AND CARVED INTO THE TABLE.
35	4938	62	THIS ROOM HOLDS BRAND NEW EQUIPMENT. A MASTER CONTROL CONSOLE IS ON THE EAST WALL.
35	5015	54	MAVROUDIS, SUAREZ AND THE GUARDS ARE HERE, GATHERED AROUND THE CONSOLE.
35	5073	52	MAVROUDIS YELLS TO HIS GUARDS, 'ATTACK!' SUAREZ SPRINTS OUT THE DOOR.
35	5161	37	YOU CHECK THE CASE. THERE ARE FOUR CRYSTALS LEFT.
35	5210	36	THIS DOOR READS 'LASER PLATFORM. DO NOT ENTER.'
35	5260	40	THE SMOKING RUINS OF THE CONSOLE ARE ALL THAT REMAIN.
35	5289	19	CHEBUHD!SPRS+ WAJV XA!
35	5305	90	A FEW SWITCHES ARE LABELED ON THE CONSOLE. THEY READ 'CAPACITOR CHARGE', 'CAPACITOR DISCHARGE', AND 'COORDINATE SETTING.
35	5403	5	IGNORE
35	5410	12	OPERATE SWITCHES
35	5424	9	SHOOT PANEL
35	5449	32	THE PANEL EXPLODES UNDER YOUR WEAPON FIRE.
35	5494	27	WHICH SWITCH WOULD YOU LIKE TO TRY?
35	5529	5	CHARGE
35	5536	7	DISCHARGE
35	5545	12	SET COORDINATES
35	5582	32	A LOUD PULSATING HUM SURGES INTO THE ROOM.
35	5625	21	THE PULSING DOES NOT CHANGE.
35	5660	12	NOTHING HAPPENS.
35	5693	36	YOU HEAR A SHARP WHINE, AND THE PULSATING FADES.
35	5737	72	THE LASER, FOCUSED THROUGH THE CRYSTAL, CREATES A CHILLING VIBRATION. THE SYSTEM HAS DISCHARGED.
35	5823	39	A HALF SECOND LATER, YOU HEAR A DISTANT EXPLOSION.
35	5887	26	YOU ARE PROMPTED FOR COORDINATES.
35	5952	39	INPUTS THE COORDINATES OF THE ORBITING RAM CRUISER.
35	5995	29	THE CONSOLE STATES, 'TRACKING TARGET.'
35	6037	28	YOU INPUT COORDINATES OF EMPTY SPACE.
35	6069	9	TRY ANOTHER?
35	6096	75	A LASER OF UNBELIEVABLE SIZE TOWERS ABOVE YOU -- YET STILL A SMALLER VERSION OF THE DOOMSDAY LASER.
35	6191	29	THE EXPLOSIVES YOU SET ARE STILL HERE.
35	6233	15	THE TIMER DISPLAYS
35	6255	11	MINUTES LEFT.
35	6274	33	SET THE EXPLOSIVES TO DESTROY THE LASER NOW?
35	6316	21	YOU PUT THE EXPLOSIVES BACK.
35	6363	18	THE EXPLOSIVES ARE SET.
35	6404	36	YOU COULD LOAD A CRYSTAL INTO THE LASER. DO YOU?
35	6461	17	THE CRYSTAL IS LOADED.
35	6496	55	THE SECURITY MONITORS DISPLAY DIFFERENT SECTIONS OF THE BASE EACH MINUTE.
35	6564	28	CURRENTLY, THE MONITOR IS DISPLAYING
35	6619	9	LAUNCH BAY
35	6677	33	A LARGE ROCKETSHIP IS BEING SERVICED THERE.
35	6717	19	THE MAIN CONFERENCE ROOM.
35	6743	32	AN AREA WITH DOOR LABLED 'LASER CONTROL.'
35	6806	44	YOU SEE THE GENERAL AND SUAREZ PRESS A KEYCODE FOR ACCESS.
35	6891	25	YOU NOTICE THE KEYCODE HE INPUTS.
35	6920	69	NO ONE NOTICES THE KEYCODE, SO YOU CAREFULLY REWIND THE TAPE AND WATCH AGAIN IN SLOW MOTION.
35	6996	15	THE COMMAND CENTER.
35	7049	47	THE GENERAL IS HAVING A CONVERSATION WITH A MAN IN A RED CAPE.
35	7100	27	YOU PATCH INTO THE AUDIO RECEIVERS.
35	7136	19	DO YOU CONTINUE TO WATCH?
35	7176	77	THE WALLS ARE LINED WITH BUNKS AND LOCKERS. THERE ARE GUARDS RESTING. THEY LOOK UP AT YOU IN SURPRISE.
35	7261	4	LEAVE
35	7267	5	ATTACK
35	7328	64	YOU HIDE THE BODIES AND CHANGE INTO THEIR UNIFORMS. YOU FIND A SECURITY PASS AS WELL.
35	7396	39	WITH THE FACE SHIELDS DOWN, YOU CAN PASS AS GUARDS.
35	7470	91	THE GENERAL'S BATHROOM. UNDER THE SINK YOU FIND A WAD OF PAPER CONTAINING SOME NUMBERS. THEY APPEAR TO BE AN ACCESS CODE.
35	7574	45	THIS DOOR IS LOCKED. IT IS DIFFICULT TO PICK IT UNNOTICED.
35	7627	3	PICK
35	7632	4	FORCE
35	7638	5	IGNORE
35	7661	15	WHO PICKS THE LOCK?
35	7722	12	THE LOCK OPENS!
35	7750	17	THE LOCK REMAINS SHUT.
35	7787	26	SECURITY SPOTS YOU AND APPROCHES.
35	7824	33	THE DOOR CRACKS OPEN, BUT SECURITY NOTICES.
35	7858	9	DAAD0IDA
35	7992	51	THE GUARD SAYS, 'THIS IS A RESTRICTED AREA. RETURN TO LAUNCH BAY 1.'
35	8047	56	THE GUARDS PULL THEIR WEAPONS. 'HALT. PUT YOUR HANDS UP AND COME WITH US.'
35	8111	4	LEAVE
35	8117	5	ATTACK
35	8124	7	FAST TALK
35	8149	31	A GUARD STATES, 'YOU SHOULD NOT BE HERE.'
35	8188	4	LEAVE
35	8194	5	ATTACK
35	8206	43	A GUARD COMES CLOSE. 'WHAT IS THE PROBLEM HERE, SOLDIER?'
35	8285	34	YOU FAIL TO COME UP WITH A CONVINCING ANSWER.
35	8331	32	QUICKLY CONVINCES THE GUARDS. THEY LEAVE.
35	8418	14	THE GUARDS ATTACK!
35	8458	34	YOU LEAVE, MAKING THE GUARDS MORE SUSPICIOUS.
35	8506	36	YOU ATTEMPT TO SURRENDER, BUT THE GUARDS ATTACK!
35	8555	15	WHO WILL FAST TALK?
35	8609	54	COMPLAINS OF HIS ABSENT MINDEDNESS. THE GUARDS STILL INSIST YOU LEAVE.
35	8677	24	THE GUARDS TELL YOU TO MOVE ON.
35	8730	51	THE GENERAL SAYS, 'YOU'VE KEPT ME WAITING, SUAREZ. I DISLIKE THAT.'
35	8785	68	SUAREZ SQUINTS. 'LET'S FINISH THIS.' HE HOISTS THE LARGE CASE OVER A CONSOLE AND OPENS IT.
35	8966	60	SUAREZ SNAPS THE CASE SHUT. 'THEY'RE REAL. ARE YOU GOING TO ACCEPT THEM OR NOT?'
35	9030	71	THE GENERAL GLARES AT SUAREZ, BUT COMPOSES HIMSELF. HE SNAPS HIS FINGERS, AND GUARDS APPROACH.
36	227	6	DESCEND
36	239	3	DOWN
36	266	4	GO UP
36	284	6	DO YOU
36	297	9	THE STAIRS?
36	315	6	YOU GO
36	369	15	DO YOU STEP ON THE
36	390	6	RISER?
36	438	96	NOTICES PRESSURE SENSORS COVERING EACH OF THE RISERS. YOU REALIZE THAT SOME OF THEM MUST BE INACTIVE SINCE STEFI CAME THIS WAY.
36	649	13	NOTHING HAPPENS.
36	723	27	THAT'S A LOT OF STEPS TO SKIP OVER.
36	758	3	JUMP
36	763	9	USE JETPACK
36	774	6	GO DOWN
36	847	14	MISSES THE RISER.
36	879	57	STUN GRENADES GO OFF OVER YOUR HEAD, KNOCKING YOU TO THE BASE OF THE STAIRS.
36	1008	31	RAM FORCES CROWD THROUGH THE SECRET DOOR.
36	1081	15	LANDS ON THE RISER.
36	1125	43	THE WASH FROM THE JET PACK TRIGGERS THE PRESSURE SENSORS.
36	1176	17	NOBODY HAS A JETPACK.
36	1218	3	DOWN
36	1231	28	YOU MAKE IT TO THE TOP OF THE STAIRS.
36	1301	17	THE DOOR WON'T BUDGE.
36	1326	7	PICK LOCK
36	1335	3	DEMO
36	1340	4	KNOCK
36	1346	6	NOTHING
36	1373	21	THE DOOR IS BARRICADED. NOW
36	1468	63	THE DOOR IS BLOWN OFF ITS HINGES, SENDING BITS OF MASONRY SCREAMING THROUGH THE AIR.
36	1548	36	THE CHARGES MISFIRE, CATCHING YOU IN THE BLAST.
36	1609	99	YOU RAP ON THE DOOR AND WAIT FOR A SPELL. FINALLY, YOU HEAR SOMEONE MOVING AROUND AND STEFI'S VOICE ASKING YOU TO IDENTIFY YOURSELF.
36	1742	51	BEFORE YOU CAN CONVINCE HER TO OPEN THE DOOR, RAM WARRIORS FIND YOU.
36	1836	60	STEFI OPENS THE DOOR AS YOU ARE RECOVERING FROM THE BATTLE. 'IN HERE. HELP ME.'
36	2157	27	RATWURSTS SCRABBLE FROM THE DEBRIS.
36	2191	21	A RAM PATROL SNIFFS YOU OUT.
36	2219	4	ECGS!
36	2431	33	YOU HEAR THE BARRICADE YOU MADE BEING BLOWN.
36	2493	24	A SCREAM ECHOS THROUGH THE HALL.
36	2531	19	RAM FORCES FILL THE HALL.
36	2617	31	RAM FORCES CHARGE UP THE HALL BEHIND YOU!
36	2681	11	AN OLD OFFICE.
36	2715	52	THE PAPERS ARE WORM EATEN AND THE GOVERNMENT ISSUE FURNITURE RUSTED.
36	2783	84	THIS ROOM IS FREE FROM DUST. DISHES ARE STACKED NEATLY TO ONE SIDE AND OTHER SIGNS OF RECENT USE ARE ALL ABOUT.
36	2889	35	A MATTRESS IS LAID OUT IN THE SOUTHWEST CORNER
36	3033	38	YOU NOTICE AN ODD LUMP AT ONE END OF THE MATTRESS.
36	3110	24	THE MATTRESS SMELLS OF PERFUME.
36	3144	5	FINDS
36	3202	33	A BUNDLE OF PAPERS TIED WITH A BIT OF WIRE.
36	3239	73	THE PAPERS CONTAIN DIAGRAMS FOR A FANTASTICAL FUSION REACTOR CHAMBER. YOU STOW THEM IN YOUR PACK.
36	3393	106	RAM AGENTS ARE FEVERISHLY RANSACKING THE ROOM, CAUGHT BETWEEN DELIGHT IN THE DESTRUCTION THEY CAUSE AND FRUSTRATION AT NOT FINDING ANYTHING.
36	3507	6	RETREAT
36	3515	4	WATCH
36	3521	5	ATTACK
36	3559	59	THEY TEAR THROUGH THE ROOM, QUICKLY WORKING THEIR WAY TOWARD YOUR HIDING PLACE
36	3726	5	ATTACK
36	3733	6	STAY PUT
36	3753	20	THEY RUSH OUT OF THE ROOM.
36	3814	80	THE NOISE OF THEM TEARING THE ROOM APART IS MUFFLED. SUDDENLY, THERE IS GREAT COMMOTION, AND THEN SILENCE.
36	3957	4	LEAVE
36	3963	5	ATTACK
36	3991	12	A BROOM CLOSET.
36	4038	49	THE CENTER OF THE ROOM IS DOMINATED BY A MASSIVE CONSTRUCT WHICH
36	4100	76	YOU RECOGNIZE AS A MOCK-UP OF THE DEVICE DESCRIBED IN STEFI'S PAPERS, THOUGH ON A MUCH SMALLER SCALE.
36	4180	31	LOOKS LIKE SOME SORT OF REACTION CHAMBER.
36	4226	50	YOU HEAR SHOUTS AND A LOUD HAMMERING FROM THE FAR END OF THE ROOM.
36	4338	31	TECHNICIANS LAY DEMO CHARGES AGAINST THE
36	4379	12	RIGHT-HAND DOOR
36	4392	22	DXKLEFT-HAND DOORXDXODOOR
36	4395	11	LEFT-HAND DOOR
36	4410	15	DOOR IN FRONT OF YOU
36	4438	5	ATTACK
36	4445	3	WAIT
36	4526	89	YOU WATCH AS THEY SET OFF THE CHARGES. BEFORE THE DUST CLEARS, THEY RUSH IN AND YOU HEAR A SCREAM FROM THE OTHER ROOM.
36	4649	21	ASSAULT BOTS INTERCEPT YOU!
36	4683	37	IN THE DISTANCE, YOU HEAR STEFI'S CRIES FOR HELP.
36	4805	37	STEFI LIES ON THE FLOOR WOUNDED. DO YOU HELP HER?
36	4858	15	WHO WILL TREAT HER?
36	4924	33	YOU STAUNCH HER WOUNDS AND BRING HER AROUND.
36	4983	48	THE FAR DOOR STANDS OPEN. THE CONTROL PANEL FLASHES FRANTICALLY.
36	5045	66	YOU BIND HER WOUNDS AS BEST YOU CAN, KNOWING HER INJURIES WILL FORCE YOU TO MOVE SLOWLY.
